source,component_path,component_name,migrated_path,mode,migrated,agent_visual_qa,human_qa,swapped,notes
studio/src,"packages/studio/src/renderer/components/chat/ChatMessage.tsx","ChatMessage.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/chat/ChatSearch.tsx","ChatSearch.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/chat/SessionTabs.tsx","SessionTabs.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/chat/ToolCard.tsx","ToolCard.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/chat/WelcomeScreen.tsx","WelcomeScreen.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/Badge.tsx","Badge.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/Button.tsx","Button.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/CodeDiffViewer.tsx","CodeDiffViewer.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/ContextMenu.tsx","ContextMenu.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/CopyButton.tsx","CopyButton.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/Dropdown.tsx","Dropdown.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/EmptyState.tsx","EmptyState.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/IconButton.tsx","IconButton.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/Input.tsx","Input.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/Kbd.tsx","Kbd.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/Modal.tsx","Modal.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/SearchInput.tsx","SearchInput.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/Spinner.tsx","Spinner.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/StatusGrid.tsx","StatusGrid.tsx","packages/ui/src/components/migrations/status-grid.tsx",hybrid,pass,pending,pass,pending,"Raw migrated candidate in kingly-ui Storybook"
studio/src,"packages/studio/src/renderer/components/ui/Table.tsx","Table.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/Tabs.tsx","Tabs.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/Timeline.tsx","Timeline.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/Toast.tsx","Toast.tsx",,hybrid,pending,pending,pending,pending,
studio/src,"packages/studio/src/renderer/components/ui/Tooltip.tsx","Tooltip.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/ArtifactBadge.tsx","ArtifactBadge.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/CollapseButton.tsx","CollapseButton.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/DashboardWidget.tsx","DashboardWidget.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/DocCard.tsx","DocCard.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/GraphView.tsx","GraphView.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/LoadingStateProvider.tsx","LoadingStateProvider.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/ResponsiveDashboard.tsx","ResponsiveDashboard.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/SpecPanel.tsx","SpecPanel.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/StreamingIndicator.tsx","StreamingIndicator.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/TreeExpander.tsx","TreeExpander.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/WidgetCrashFallback.tsx","WidgetCrashFallback.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/WidgetEmpty.tsx","WidgetEmpty.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/WidgetError.tsx","WidgetError.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/WidgetFooter.tsx","WidgetFooter.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/WidgetHeaderAction.tsx","WidgetHeaderAction.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/WidgetWrapper.tsx","WidgetWrapper.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/skeletons/ChartSkeleton.tsx","ChartSkeleton.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/skeletons/GaugeSkeleton.tsx","GaugeSkeleton.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/skeletons/GridSkeleton.tsx","GridSkeleton.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/skeletons/StatGridSkeleton.tsx","StatGridSkeleton.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/skeletons/StatusBarSkeleton.tsx","StatusBarSkeleton.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/dashboard/skeletons/TableSkeleton.tsx","TableSkeleton.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/migrations/holographic-card.tsx","holographic-card.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/migrations/status-grid.tsx","status-grid.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/context.tsx","context.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/dialogs/ArchiveDialog.tsx","ArchiveDialog.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/dialogs/CreateDialog.tsx","CreateDialog.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/dialogs/DeleteDialog.tsx","DeleteDialog.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/dialogs/EditDialog.tsx","EditDialog.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/dialogs/RestoreDialog.tsx","RestoreDialog.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/filters/FilterBar.tsx","FilterBar.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/forms/EntityForm.tsx","EntityForm.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/forms/FieldRenderer.tsx","FieldRenderer.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/layouts/CrudArchivePage.tsx","CrudArchivePage.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/layouts/CrudDetailPage.tsx","CrudDetailPage.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/layouts/CrudListPage.tsx","CrudListPage.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/views/ListView.tsx","ListView.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/views/TableView.tsx","TableView.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/views/TileCard.tsx","TileCard.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/views/TileView.tsx","TileView.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/crud/views/ViewSwitcher.tsx","ViewSwitcher.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/header-status-dropdown.tsx","header-status-dropdown.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/recipes/hero.tsx","hero.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/alert-dialog.tsx","alert-dialog.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/animations.tsx","animations.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/badge.tsx","badge.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/button.tsx","button.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/card.tsx","card.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/checkbox.tsx","checkbox.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/dialog.tsx","dialog.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/filtered-dropdown.tsx","filtered-dropdown.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/form.tsx","form.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/glow-orb.tsx","glow-orb.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/icon-button.tsx","icon-button.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/input.tsx","input.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/label.tsx","label.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/menu-list.tsx","menu-list.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/overlay-footer.tsx","overlay-footer.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/progress.tsx","progress.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/search-input.tsx","search-input.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/sheet.tsx","sheet.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/shimmer-text.tsx","shimmer-text.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/status-dot.tsx","status-dot.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/switch.tsx","switch.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/tab-bar.tsx","tab-bar.tsx",,hybrid,pending,pending,pending,pending,
ui/src,"packages/ui/src/components/ui/textarea.tsx","textarea.tsx",,hybrid,pending,pending,pending,pending,
